	TCGA-A6-2682-01A	TCGA-A6-2683-01A	TCGA-A6-2685-01A	TCGA-A6-2686-01A	TCGA-A6-5662-01A	TCGA-A6-5667-11A	TCGA-AA-3489-11A	TCGA-AA-3496-11A	TCGA-AA-3511-11A	TCGA-AA-3514-11A
FNBP1P1	3	4	5	21	105	23	10	5	27	8
FNBP4	381	406	708	4304	3163	1970	1149	819	2401	1146
FNDC1	359	123	2597	1482	1525	452	878	1227	424	372
FNDC3A	559	568	764	3726	12639	2884	3589	2876	4156	3918
FNDC3B	635	710	1360	2006	5611	3441	2449	1887	3655	4767
FNDC4	55	9	204	110	181	51	218	130	72	25
FNDC5	2	25	31	45	16	49	85	83	35	31
FNIP1	172	133	563	1791	1632	980	782	709	1195	1298
FNIP2	151	251	515	2134	2161	3180	2066	2013	3442	4263
FNTA	661	289	1023	3481	3877	1266	2407	1384	1814	1564
FNTB	93	136	260	659	351	421	411	271	447	457
FO538757.2	20	71	16	97	121	67	48	38	86	43
FOCAD	653	754	867	2306	4961	1738	1368	1493	2302	2688
FOLH1	19	7	24	57	58	22	51	35	41	18
FOLR1	42	48	24	62	89	30	9	7	13	4
FOLR2	142	143	888	979	98	773	2439	1444	814	812
FOPNL	489	163	904	2420	2201	1253	1695	992	1384	1413
FOS	3575	3929	17804	8128	1087	65402	17821	12313	11287	5310
FOSB	151	130	5563	2176	265	16588	1018	681	632	103
FOSL1	276	44	493	1068	211	420	27	32	20	34
FOSL2	1023	1140	3745	7894	3514	28489	4245	3738	10279	11286
FOXA1	452	223	115	944	787	1683	991	779	2118	2648
FOXA2	224	789	889	2052	3374	1802	525	198	1874	263
FOXA3	1141	2210	954	1844	549	2611	1919	929	2450	2034
FOXC1	7	68	170	220	513	78	58	120	92	47
FOXD2	144	132	288	405	220	1386	447	479	1404	1360
FOXD2-AS1	228	253	157	365	358	903	180	163	873	485
FOXF1	249	86	781	761	511	1996	1891	1694	1154	857
FOXF2	59	46	314	154	173	956	808	1386	748	538
FOXH1	8	11	16	23	21	136	33	23	43	24
FOXJ1	54	83	12	32	101	143	27	134	114	179
FOXJ2	242	515	574	1199	1283	1550	973	1244	1570	1207
FOXJ3	560	740	872	2281	1942	3071	1637	1797	3582	3281
FOXK1	628	1681	2079	5153	2362	2844	889	1231	1933	2321
FOXK2	530	2026	1220	2715	3103	2494	1433	1159	1987	2033
FOXL1	67	31	131	283	163	278	141	105	251	288
FOXM1	526	807	735	3106	1800	1359	617	479	1631	2843
FOXN2	189	103	322	2252	1707	661	1238	601	919	886
FOXN3	254	351	1007	2254	2259	4830	3660	3926	4733	3586
FOXN3-AS1	23	22	32	80	41	69	80	63	68	23
FOXO1	119	301	633	963	3045	2258	1203	1383	2587	2502
FOXO3	193	576	732	1043	1831	3542	1125	2193	4167	3616
FOXO3B	4	11	6	33	40	30	22	24	62	24
FOXO4	193	340	847	1162	1357	2155	1231	1321	1874	1942
FOXO6	32	15	9	26	63	26	25	29	30	11
FOXP1	455	595	1446	3232	2811	4430	2485	2643	4675	3268
FOXP2	24	8	186	519	94	671	1238	1640	512	312
FOXP3	34	34	138	534	24	61	45	26	106	67
FOXP4	1414	4934	3393	3365	8564	4745	1950	1551	4853	2868
FOXP4-AS1	53	25	65	110	269	28	32	9	36	14
FOXQ1	310	2384	980	195	5576	59	11	6	27	10
FOXRED1	358	692	727	779	1031	1475	972	843	1566	1681
FOXRED2	159	643	403	2420	564	629	407	390	579	620
FOXS1	52	25	62	135	87	11	22	24	30	12
FPGS	950	2494	2468	4093	3041	1872	1972	999	2022	1957
FPGT	136	54	188	822	565	686	1041	474	724	1013
FPR1	280	28	390	678	78	85	632	141	96	436
FPR2	72	2	43	181	9	6	260	32	7	101
FPR3	103	65	753	2060	443	617	900	766	691	1110
FRA10AC1	65	50	175	432	1009	532	782	508	817	395
FRAS1	19	12	159	78	301	836	248	443	1074	107
FRAT1	47	110	141	196	443	445	200	178	468	408
FRAT2	216	501	477	1025	1911	1717	1034	716	1842	2149
FREM1	439	1281	1592	126	4308	174	498	428	100	177
FREM2	22	79	25	0	976	73	125	161	43	55
FRG1	207	40	262	1322	1789	869	1421	736	1048	1140
FRG1B	35	0	61	300	22	728	366	353	528	576
FRK	234	282	369	733	1122	2231	721	830	2307	2767
FRMD1	106	567	459	860	1818	2709	168	420	1471	1142
FRMD3	12	5	145	151	61	1689	1412	622	1628	2258
FRMD4A	46	118	294	191	471	487	497	640	582	405
FRMD4B	149	98	323	638	889	1905	1051	792	1427	1500
FRMD5	112	34	275	399	320	74	84	90	141	101
FRMD6	132	15	535	781	594	544	1355	1417	622	392
FRMD8	510	964	1282	1748	2555	2664	1033	985	2552	2516
FRRS1	84	100	85	305	43	276	339	223	431	591
FRS2	172	91	284	1720	591	977	1092	770	1134	1108
FRS3	78	137	102	216	231	261	229	153	221	124
FRY	146	82	331	365	999	645	1549	1298	616	341
FRYL	544	581	1196	10306	3970	9183	3893	4406	10446	10565
FRZB	119	150	441	684	312	1897	1054	585	2708	406
FSCN1	613	1754	2255	4904	1419	916	871	647	1148	810
FSCN2	4	30	10	39	38	30	3	8	29	10
FSD1	8	40	15	160	34	17	43	26	33	67
FSD1L	56	28	95	587	470	339	229	222	248	297
FSIP1	22	1	9	19	23	156	22	29	134	28
FSIP2	17	3	12	14	22	576	121	331	510	753
FST	39	3	81	60	138	117	142	347	62	84
FSTL1	2593	385	7699	10539	8331	5505	13446	11668	4770	4544
FSTL3	471	1027	1601	932	1672	296	759	498	298	250
FTCDNL1	56	47	69	75	102	53	185	65	36	64
FTH1	4470	3839	15069	47877	22521	37728	18856	13106	34694	27881
FTH1P11	8	10	7	56	25	10	22	8	41	30
FTH1P16	14	39	22	91	111	22	24	15	30	45
FTH1P2	10	9	9	63	31	19	34	23	51	45
FTH1P20	5	2	7	186	85	97	91	63	139	106
FTH1P23	11	21	34	122	42	34	38	27	67	73
FTH1P3	6	3	10	65	18	27	25	21	30	48
FTH1P7	18	17	30	131	47	102	51	40	67	103
FTH1P8	32	59	80	176	46	66	49	34	70	128
FTL	25558	23726	73431	417638	138152	79173	112375	62557	78566	89331
FTLP14	14	12	25	116	68	84	27	31	78	79
FTLP2	6	82	24	95	31	10	23	11	21	20
FTLP3	107	317	428	443	122	37	85	53	58	69
FTO	312	591	827	1325	1833	1289	1508	1423	1592	1109
FTSJ1	930	1803	1595	2622	2297	968	1270	680	1161	1049
FTSJ2	345	235	621	1266	1674	918	1109	723	1228	1128
FTSJ3	647	1052	1377	2677	2564	2594	1713	1592	2588	2471
FTX	15	40	62	78	318	74	64	49	62	37
FUBP1	762	520	1086	2859	4465	2887	3102	1966	4742	4187
FUBP3	485	879	901	2443	3998	2480	2148	1643	3124	2552
FUCA1	738	1095	2340	3068	2991	13226	9015	5298	12822	13553
FUCA2	1270	627	2112	4078	4870	3260	3143	1915	3860	4380
FUK	450	2847	1527	1319	1982	2191	858	744	1785	1650
FUNDC1	244	106	347	662	677	447	555	360	487	464
FUNDC2	1213	1157	1968	5725	4634	1913	5382	2689	2195	2037
FUOM	255	110	1200	2626	381	410	646	378	273	729
FURIN	1358	2349	5925	2755	7691	8678	3282	3074	8939	8202
FUS	2713	9243	6995	5361	15003	8720	6562	5398	11662	10521
FUT1	169	192	421	697	645	85	48	63	62	38
FUT10	100	70	204	850	365	382	408	203	400	296
FUT11	236	77	375	817	678	472	379	306	464	377
FUT2	430	1729	1418	3188	3732	3551	2535	1021	2254	3511
FUT3	937	4702	2628	2871	7827	7719	4472	3755	6556	12450
FUT4	886	448	633	1334	2404	2935	1228	1081	2149	2560
FUT6	318	1276	1288	1396	2864	2732	1485	908	2802	2848
FUT7	17	6	12	27	113	14	10	16	22	26
FUT8	996	247	913	4307	602	954	1140	875	1251	1263
FUT8-AS1	3	4	1	43	10	23	14	10	35	10
FUZ	124	33	344	190	796	336	409	397	274	257
FXN	139	120	181	1048	579	303	484	288	474	393
FXR1	716	870	1282	3170	5091	2573	2458	2351	3208	2495
FXR2	382	326	557	2730	2572	2106	1280	1160	1642	1774
FXYD3	14118	9226	14617	37029	18508	79478	44553	27243	58016	65509
FXYD5	1314	1710	2396	7059	6493	1146	984	907	1814	951
FXYD6	140	92	1018	498	919	1053	6594	5703	824	577
FYB	25	5	227	1066	168	826	1174	541	1492	1512
FYCO1	245	523	1401	932	1862	3294	2786	4140	2896	2433
FYN	187	53	657	1561	1972	904	1244	1300	1745	1391
FYTTD1	424	359	937	3085	3657	1978	4141	2394	2534	2639
FZD1	303	499	739	847	550	1520	1008	1250	1659	1456
FZD10	3	3	1534	40	3597	52	25	30	40	19
FZD10-AS1	55	4	92	19	1244	60	24	48	108	33
FZD2	25	306	118	398	135	109	100	105	125	102
FZD3	167	53	169	157	579	192	331	364	327	210
FZD4	114	70	505	545	521	911	941	1702	748	716
FZD5	942	2281	1521	2721	2723	8276	1955	2865	6981	8221
FZD6	234	253	338	1498	2105	734	804	677	764	692
FZD7	219	202	886	2112	523	1259	2185	2193	870	601
FZD8	162	594	948	516	447	1073	535	405	774	513
FZR1	585	3400	1681	2020	2630	2683	1205	1170	2262	2742
G0S2	1054	84	1042	1203	46	229	367	197	402	155
G2E3	130	30	202	1115	728	588	771	474	830	743
G3BP1	1388	1331	3612	7381	10784	6130	5209	3587	7931	7707
G3BP2	1482	769	2697	9374	11068	7904	7322	6026	8839	12457
G6PC3	860	2169	1773	2752	3908	1935	2055	1400	2082	2070
G6PD	1114	2589	2046	4204	1996	1735	1277	975	1847	2287
GAA	1348	1816	1714	4136	2193	6348	2666	2287	5345	3464
GAB1	143	156	452	1439	1344	2343	1730	1754	2997	2379
GAB2	271	601	1003	984	1631	3252	1031	1026	2336	1830
GAB3	23	7	96	230	115	179	159	112	248	151
GABARAP	224	24	263	3976	3511	2533	3587	2250	3019	2890
GABARAPL1	325	120	963	1466	2004	2013	2241	1958	1617	1612
GABARAPL2	790	696	1810	3388	5902	2887	4745	2530	3164	3519
GABBR1	124	308	419	307	1251	726	764	719	759	215
GABPA	124	50	293	1043	1399	1285	1428	1191	1774	1612
GABPB1	285	164	455	1359	2734	971	1217	815	1381	973
GABPB1-AS1	193	425	155	379	943	673	147	136	941	238
GABPB2	167	572	342	589	1222	1015	488	363	1130	615
GABRA2	63	2	29	17	479	349	230	183	414	171
GABRD	16	113	36	74	56	8	4	8	11	5
GABRE	324	1070	1236	4071	578	391	146	100	383	167
GABRP	9	60	13	465	4	46	170	10	55	33
GAD1	52	23	13	289	70	4	6	1	9	3
GADD45A	728	355	583	1837	812	1917	613	510	1494	885
GADD45B	438	376	1311	1146	1067	1432	1311	927	736	1236
GADD45G	193	460	162	1259	698	169	459	238	300	176
GADD45GIP1	1035	1373	2025	3670	2946	1472	2412	1163	1420	1701
GAK	1205	3526	3607	3328	7293	12907	3460	3479	10622	13665
GAL	190	45	221	680	218	94	211	327	72	95
GAL3ST1	155	125	116	361	355	842	130	121	606	125
GAL3ST2	25	563	168	47	267	1564	318	130	1306	363
GAL3ST4	120	195	501	637	301	940	350	473	854	473
GALC	137	227	664	1613	818	2319	925	822	2404	1268
GALE	972	2365	3806	2987	3070	5544	5502	1758	5504	5861
GALK1	824	1348	842	2291	964	491	746	300	606	475
GALK2	354	301	558	1249	1260	938	985	634	960	1400
GALM	425	728	563	3485	970	5164	2903	2006	4158	5663
GALNS	313	994	818	908	488	1533	609	620	1317	1323
GALNT1	757	395	1443	3869	2647	5675	4388	3635	5667	6536
GALNT10	555	2267	2350	1186	3416	3058	2745	2136	4667	4573
GALNT11	323	617	818	1802	1739	1305	1344	1570	1348	942
GALNT12	498	307	867	1836	2222	6749	2682	2573	6021	5268
GALNT15	48	11	138	127	50	270	292	1176	157	254
GALNT16	6	9	159	28	76	150	518	530	171	98
GALNT18	152	65	361	869	310	375	578	554	329	175
GALNT2	1142	3984	2482	2276	7238	4480	3314	3146	5028	4928
GALNT3	858	685	1117	5204	6395	4542	4441	2184	5173	5792
GALNT4	23	33	109	92	68	204	106	82	287	220
GALNT5	276	194	2315	1784	3354	3356	2171	870	4891	2459
GALNT6	1183	1409	1624	346	8899	1672	552	289	1566	875
GALNT7	506	304	626	2795	5272	6822	3192	3237	8298	7188
GALNT8	37	83	106	96	64	584	487	309	1438	445
GALT	222	461	414	1968	1412	1322	874	531	1072	944
GAMT	52	22	138	88	146	136	234	193	186	95
GAN	101	346	335	950	635	974	313	411	755	748
GANAB	3711	6093	8922	13469	25676	20021	10416	12398	22241	23066
GANC	181	369	341	709	1372	1388	898	562	1104	1177
GAPDH	53912	150887	67490	187759	112725	96448	97912	62691	93348	132607
GAPDHP1	59	523	89	156	593	33	465	42	379	120
GAPDHP65	41	326	68	61	50	7	34	21	31	38
GAPT	6	0	76	63	46	65	167	107	292	103
GAPVD1	422	389	757	2616	2723	1985	1296	1140	2095	2505
GAR1	283	225	621	1440	1254	848	551	463	887	1054
GAREM	76	101	189	845	246	1170	577	634	962	1922
GAREML	35	187	84	262	98	618	217	279	421	244
GARNL3	25	113	78	219	87	175	199	187	208	64
GARS	1600	1304	2226	6364	6984	2969	3329	2147	4155	4500
GART	949	783	1822	4225	8594	2159	3241	1535	3071	3368
GAS1	156	11	383	299	524	214	814	1350	153	124
GAS2	121	11	27	159	319	34	42	30	25	13
GAS2L1	298	315	616	902	569	1470	735	678	818	1306
GAS2L3	130	46	138	877	320	667	304	190	544	511
GAS5	2651	4358	4590	84961	10600	3395	5035	2699	4031	2088
GAS5-AS1	11	1	13	23	17	41	21	16	19	34
GAS6	1624	11284	3370	7558	6764	11993	5303	3980	8884	6941
GAS6-AS1	99	365	583	59	1579	75	19	34	260	25
GAS6-AS2	3	2	13	40	30	16	27	26	30	24
GAS7	175	72	1183	1078	542	1354	2994	2599	1900	1378
GAS8	186	475	329	879	1300	641	528	283	483	416
GATA2	54	145	114	433	353	478	199	292	516	336
GATA2-AS1	22	319	12	264	580	36	33	15	92	7
GATA3	10	60	67	162	47	106	71	30	195	127
GATA6	202	273	636	2870	1382	2543	799	722	2549	2339
GATA6-AS1	27	52	58	50	155	274	56	62	191	80
GATAD1	445	230	740	2150	2840	2013	1461	1202	2024	1758
GATAD2A	1181	3748	2611	4618	4398	5383	2770	2076	5877	6076
GATAD2B	303	437	556	2022	1952	1568	767	1014	1683	1465
GATB	213	182	284	747	949	1062	1075	674	1023	1198
GATC	367	240	461	2292	1047	963	1287	414	944	1027
GATM	350	231	721	380	286	748	1536	1258	695	606
GATS	33	30	142	294	712	180	406	471	342	92
GATSL2	13	35	64	156	68	33	35	53	28	31
GATSL3	6	16	22	62	23	41	32	42	34	24
GBA	405	812	1117	1888	1910	3614	2044	1675	2982	4692
GBA2	869	3799	1735	5649	3479	9879	3180	2801	6187	7060
GBAP1	30	55	69	170	86	128	68	40	105	47
GBAS	1292	565	1811	5020	2049	3320	6611	3889	3543	3302
GBE1	296	141	416	1055	1741	1053	916	907	1189	1464
GBF1	450	2661	2198	4428	4945	8039	2716	3207	7735	8966
GBGT1	81	26	163	372	662	262	263	254	291	160
GBP1	209	55	614	2985	538	904	19147	1250	913	17698
GBP1P1	16	0	25	190	5	20	1596	58	30	297
GBP2	418	229	1348	6218	1846	2481	15186	4881	2569	24593
GBP3	363	186	979	1662	1472	3110	5152	2753	2879	17378
GBP4	60	16	310	3804	373	660	11120	913	1012	13426
GBP5	55	8	146	2442	68	154	2182	169	421	3456
GCA	217	230	379	1681	1370	889	1608	665	1324	999
GCAT	261	518	353	1368	490	662	546	337	546	510
GCC1	333	664	877	1331	1760	1659	777	798	1664	1712
GCC2	438	96	682	2494	3439	3350	2007	1400	3914	5505
GCDH	365	1011	797	1248	1568	1135	998	657	1263	1331
GCFC2	112	38	164	827	451	614	640	408	784	485
GCH1	229	168	356	2187	1185	1200	2295	558	1414	2655
GCHFR	38	69	172	834	754	248	497	140	328	477
GCLC	446	348	743	2133	2732	2126	1807	1686	2182	2449
GCLM	174	76	160	874	760	630	709	536	687	1344
GCN1L1	1510	4719	3009	5378	3411	7075	2649	3036	8156	6774
GCNT1	381	635	512	2879	2111	1826	1003	536	1980	2401
GCNT2	9	3	102	58	45	1071	728	765	698	1237
GCNT3	1472	340	1833	7366	1428	16395	12719	11227	13105	36773
GCNT4	11	4	45	101	38	192	222	204	121	182
GCOM1	3	0	15	57	61	114	14	41	95	108
GCSAM	2	8	32	81	138	273	95	46	1098	132
GCSH	19	38	71	227	212	94	217	109	99	131
GDA	292	86	412	3981	5213	1447	412	778	976	2810
GDAP1	85	41	74	277	74	190	287	214	275	245
GDAP2	123	59	154	819	517	700	576	394	703	941
GDE1	1191	1148	2243	5410	8398	8358	7330	4538	7384	9936
GDF11	217	122	214	475	2113	260	497	348	392	256
GDF15	6009	3760	2998	3637	15836	5313	298	174	1570	199
GDI1	1954	5744	4454	13589	5843	4620	3542	3793	4399	4012
GDI2	3768	2707	6138	29627	17325	11903	16052	8631	14733	23178
GDNF	8	6	55	26	32	133	323	311	80	87
GDPD1	17	25	37	335	253	156	94	84	130	95
GDPD2	116	76	80	89	3	932	157	471	467	1243
GDPD3	141	335	722	317	820	1605	1057	896	857	2611
GDPD5	188	693	1517	961	6014	318	160	167	401	169
GDPGP1	122	87	188	201	224	422	254	162	405	646
GEM	390	103	1568	2966	640	1535	1971	2404	545	325
GEMIN2	115	49	157	1286	176	224	461	230	324	249
GEMIN4	542	711	668	4264	2350	1200	1046	828	1487	1636
GEMIN5	211	287	600	690	1523	773	607	720	994	793
GEMIN6	188	76	366	784	910	381	683	311	476	366
GEMIN7	176	215	276	1382	711	655	749	319	596	510
GEMIN8	294	462	934	583	657	628	673	475	553	375
GEMIN8P4	18	17	19	230	35	62	81	31	74	66
GEN1	130	86	173	731	746	619	321	444	943	1100
GET4	70	121	322	468	389	245	131	94	221	218
GFER	291	779	1747	935	1872	1751	1156	793	1541	1578
GFI1	22	25	53	525	9	322	267	168	638	400
GFM1	621	560	947	2275	3387	2587	2299	1710	3575	3550
GFM2	309	201	554	1322	1791	1430	1274	746	1505	1597
GFOD1	78	411	310	374	212	897	238	527	724	646
GFOD2	336	1302	811	955	1374	2055	1180	860	1620	1703
GFPT1	2295	3009	4227	6912	9086	11250	9520	6525	12471	18184
GFPT2	210	11	331	556	152	164	339	367	203	105
GFRA1	27	50	445	54	81	488	1379	1996	813	406
GFRA2	13	12	44	36	4	264	203	293	271	191
GGA1	605	1472	1711	2997	1812	4113	1713	1439	3413	2628
GGA2	621	1715	2237	4307	3942	3061	2129	1792	8169	2529
GGA3	447	1711	1054	2556	1924	2418	1182	945	2445	1862
GGACT	95	171	161	208	575	270	319	169	303	292
GGCT	574	310	388	2306	1647	1225	1841	760	1379	1995
GGCX	339	426	632	1545	1358	1363	1208	954	1583	1616
GGH	2914	1012	2387	3219	9432	2869	2239	1090	3627	3078
GGNBP2	684	1027	1000	2905	3434	3332	2271	1982	3460	3652
GGPS1	251	162	479	1225	2321	1073	1643	1021	1266	1191
GGT1	311	377	510	1584	313	2652	619	851	777	1128
GGT5	284	146	904	1389	621	783	529	739	1335	975
GGT6	1252	1321	1100	1771	4154	13672	6748	2336	10180	24388
GGT7	519	683	856	572	3392	1739	814	559	1686	775
GGTA1P	15	2	129	198	57	322	455	487	419	264
GHDC	725	1799	1370	1024	3427	1835	1083	1076	1860	1201
GHET1	1	9	11	36	18	22	22	14	34	17
GHITM	3552	3662	5719	13517	17915	17310	19366	12341	16497	32335
GHR	21	22	147	62	48	1978	463	468	751	391
GHRL	5	7	8	9	9	24	13	12	30	10
GHRLOS	12	3	2	17	7	23	10	13	23	10
GID4	104	199	263	881	912	579	657	573	506	424
GID8	1219	2760	2756	4946	11157	3823	2528	2005	3795	3679
GIGYF1	476	1240	1636	3299	2547	3197	912	1063	2267	1204
GIGYF2	446	635	1048	1397	4634	3657	1933	2207	4638	3727
GIMAP1	12	26	143	247	106	322	372	457	536	519
GIMAP2	174	136	311	1014	331	248	1259	485	661	679
GIMAP4	73	32	491	1469	377	734	2622	1267	1551	2214
GIMAP5	7	2	14	102	15	78	159	74	159	133
GIMAP6	86	62	533	1125	365	754	2533	1448	1417	1862
GIMAP7	24	27	173	554	228	345	1712	772	970	1040
GIMAP8	30	27	207	366	222	546	724	862	877	1157
GIN1	50	14	99	168	264	164	358	177	245	230
GINM1	322	104	782	1870	1589	2181	2823	2082	2088	2571
GINS1	336	309	241	1442	401	381	720	230	672	801
GINS2	313	393	1041	1016	1399	521	965	333	867	1426
GINS3	86	128	235	355	384	210	433	157	413	444
GINS4	99	74	168	427	275	192	236	84	292	499
GIPC1	2920	10749	6700	5973	11931	20626	12422	5494	15096	20660
GIPC2	389	102	260	2087	1190	2308	1352	1152	2290	2786
GIPC3	44	16	105	98	114	174	101	149	220	91
GIPR	30	59	94	86	173	629	34	25	162	39
GIT1	1002	4359	2646	5042	5897	3420	1481	1407	3354	2633
GIT2	163	238	440	1381	710	1096	953	858	1577	1359
GJA1	516	31	614	1636	1095	1076	866	881	1394	507
GJA4	163	163	447	293	293	149	238	198	238	107
GJA5	84	46	222	170	391	209	225	399	269	207
GJB1	2867	9157	5919	1833	7824	4474	1984	2155	3707	4534
GJB2	719	523	1060	1573	3222	2504	1650	1215	2068	4184
GJB3	542	650	1447	2267	1711	1173	469	243	911	165
GJB4	80	12	317	238	534	19	11	0	61	1
GJC1	89	24	218	418	244	212	774	1378	104	161
GJC2	151	29	111	20	101	71	85	191	51	30
GK	187	145	302	1147	758	490	1030	595	612	2683
GK5	141	248	380	1371	1158	2523	1316	1112	2296	1935
GKAP1	29	6	43	248	196	152	303	218	178	93
GLA	693	542	1186	2385	1568	675	825	525	567	1090
GLB1	2235	1677	2445	4819	11403	5175	3664	2993	5657	4927
GLB1L	49	81	149	349	999	245	202	232	278	159
GLB1L2	572	1068	991	1785	1433	2179	1545	691	1881	1293
GLCCI1	66	62	164	476	424	549	466	344	1049	711
GLCE	969	495	1620	2084	3793	2359	1867	1235	2487	2060
GLDC	20	3	14	24	11	54	26	74	147	155
GLDN	16	15	76	230	132	1524	1632	64	1709	591
GLE1	596	644	825	2519	2758	2912	1859	1492	2487	3384
GLG1	1980	5444	6774	8167	10906	9266	3687	6087	9738	8835
GLI1	45	42	157	252	130	258	121	84	299	146
GLI2	48	41	237	176	114	212	159	291	218	99
GLI3	40	17	338	116	115	415	784	975	372	210
GLI4	140	468	189	353	472	763	251	259	496	302
GLIDR	9	1	10	16	63	69	63	38	84	46
GLIPR1	172	942	698	939	584	481	911	871	720	410
GLIPR2	378	118	1196	1729	553	2568	7260	3048	2486	4154
GLIS2	122	82	430	784	988	304	540	432	347	231
GLIS3	36	35	85	158	120	403	176	123	496	128
GLMN	67	19	63	567	165	157	352	157	242	203
GLMP	296	440	800	3154	2241	1762	1371	1035	1637	1364
GLO1	1202	598	1710	7625	6381	2445	7789	3159	3430	4473
GLOD4	1112	654	1138	7361	5982	3948	3813	2408	4348	4407
GLOD5	24	46	63	199	169	324	169	109	197	269
GLP2R	6	5	83	38	38	479	574	837	571	408
GLRB	18	1	50	48	76	15	134	325	25	15
GLRX	493	319	3163	1149	3738	1731	5830	1288	1658	3660
GLRX2	137	52	153	514	607	281	363	195	292	467
GLRX3	853	584	1367	2794	4747	1485	3188	1248	2009	2097
GLRX5	671	664	1137	2128	1264	2282	2476	1691	2469	2694
GLS	659	289	1444	4467	11292	2993	2967	2710	3345	3179
GLS2	27	20	9	190	170	10	11	5	16	3
GLT8D1	508	331	1069	1786	2669	1528	1110	988	1722	1224
GLT8D2	91	11	338	321	277	336	495	587	408	97
GLTP	397	700	830	2629	1021	5576	3662	2988	4609	6548
GLTPD2	20	7	99	94	40	37	14	20	46	18
GLTSCR1	189	456	442	1217	861	1020	319	346	841	1017
GLTSCR1L	126	226	453	539	1478	1868	807	1051	2013	1556
GLTSCR2	3712	8192	8178	37153	22522	14285	12129	9437	15336	11065
GLUD1	982	2162	2701	10093	10703	6537	8144	5805	7397	10296
GLUD1P3	13	10	15	43	66	51	31	28	67	21
GLUD2	11	62	23	89	84	59	75	49	60	79
GLUL	3327	4847	8016	17536	17945	18559	18477	15570	20116	13877
GLYATL1	172	13	13	1	72	9	28	5	13	14
GLYCTK	592	834	421	1230	1588	1165	467	514	774	1331
GLYR1	906	2025	3112	2694	8549	7955	5852	4408	8973	7689
GM2A	575	863	2391	3848	2339	2832	2948	2295	4340	3042
GMCL1	180	214	441	1694	2636	1930	1421	808	2126	1601
GMDS	2862	2064	2675	3026	5149	5530	7174	3307	5888	11251
GMDS-AS1	57	109	118	157	400	330	170	129	276	134
GMEB1	142	249	349	957	689	1004	510	462	997	1175
GMEB2	361	910	681	1505	2476	1417	563	570	1162	1248
GMFB	578	99	914	5178	2786	4163	4810	2829	4152	6132
GMFG	200	42	495	1160	193	521	1143	562	1084	704
GMIP	421	929	1218	1650	1707	2486	896	735	2757	2658
GMNN	463	282	384	1036	694	1189	1622	620	1641	1555
GMPPA	591	1470	1161	1843	2189	2560	2299	1196	2362	2744
GMPPB	618	1446	1197	1162	1380	2357	2306	982	2535	3759
GMPR	54	585	491	148	228	93	575	330	124	341
GMPR2	919	805	1671	3898	2157	2878	2952	1700	2797	3092
GMPS	675	566	1019	3463	3653	1616	1774	1327	2118	2594
GNA11	890	4238	3134	3788	4560	18124	5929	7401	13006	30640
GNA12	601	1053	2104	3227	2519	2258	2779	3132	2657	1974
GNA13	519	427	1224	4821	2629	5452	4092	3621	6075	10194
GNA14	160	218	143	158	102	328	865	183	688	252
GNA15	215	45	385	1211	576	213	625	177	251	305
GNAI1	272	49	316	206	265	1105	1800	1977	852	1014
GNAI2	2819	3703	9319	10488	17251	6971	11607	10285	10421	7858
GNAI3	1370	824	1539	3799	3214	3705	4967	3197	4475	7129
GNAL	49	82	310	160	151	353	584	445	323	483
GNAO1	26	14	586	104	180	942	1845	3063	615	459
GNAQ	482	270	987	2604	2172	5280	4152	3837	5315	7418
GNAS	14960	28153	19575	23999	99911	31182	30000	24148	35045	32167
GNAZ	16	64	209	104	117	156	518	510	213	109
GNB1	5204	10226	11436	17312	25317	18306	14213	12099	19452	22030
GNB1L	143	636	273	1037	371	173	185	118	219	169
GNB2	4430	10201	9081	15419	9192	9567	7902	5353	9452	13832
GNB2L1	20468	77666	43734	84449	77657	40251	48763	29605	48779	41658
GNB3	7	12	40	61	29	43	19	12	74	38
GNB4	106	23	422	838	552	473	1929	936	727	717
GNB5	150	149	285	634	962	341	1147	815	696	393
GNE	330	554	1685	1518	1472	7928	6594	2158	9600	3436
GNG10	20	29	84	511	593	348	741	338	295	329
GNG11	189	9	500	825	482	659	2286	1843	659	458
GNG12	1051	414	1826	6678	7399	9681	11489	6476	9601	19846
GNG12-AS1	1	0	11	30	26	67	27	64	71	63
GNG2	50	9	281	686	234	742	2365	2415	1642	1069
GNG4	1226	435	1404	63	4323	297	308	359	355	92
GNG5	1088	579	856	4515	3328	4794	5333	2541	4538	6627
GNG7	11	61	116	136	211	813	367	511	1047	345
GNGT2	5	1	33	78	15	80	120	38	151	125
GNL1	600	893	1218	2082	4399	2323	1632	1674	2649	2052
GNL2	616	234	862	2082	2011	1988	1597	985	1980	1863
GNL3	1398	463	1565	4042	6930	2526	3566	1216	3056	2451
GNL3L	264	1096	686	964	836	505	249	177	550	569
GNLY	45	8	31	4029	12	90	540	30	115	665
GNPAT	587	381	1023	2833	3402	2192	2623	1893	2248	2231
GNPDA1	657	989	1669	4309	5553	1200	1992	1366	1520	1576
GNPDA2	115	52	158	192	847	296	944	687	528	366
GNPNAT1	581	326	547	2841	1664	1108	2437	946	1964	1739
GNPTAB	524	530	1408	2639	1328	5697	3743	2218	8374	5042
GNPTG	927	1506	2697	2353	2385	2747	2363	1468	2466	2122
GNRH1	8	3	15	60	16	44	14	19	40	33
